Symbol,Name,Market Cap,Country,Volume,Sector,Industry,,,,,,,,,Symbol,Sector,
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,0,United States,4152,Consumer Services,Real Estate Investment Trusts,,,,,,,,,SOHON,Consumer Services,
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,0,United States,2962,Consumer Services,Real Estate Investment Trusts,,,,,,,,,SOHOO,Consumer Services,
SOHU,Sohu.com Limited American Depositary Shares,820716024,China,86880,Technology,EDP Services,,,,,,,,,SOHU,Technology,
SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,235325865,Canada,11806432,Capital Goods,Auto Parts:O.E.M.,,,,,,,,,SOLO,Capital Goods,
SOLOW,Electrameccanica Vehicles Corp. Ltd. Warrants,0,Canada,92387,Capital Goods,Auto Parts:O.E.M.,,,,,,,,,SOLOW,Capital Goods,
SOLY,Soliton Inc. Common Stock,441865290,United States,87224,Health Care,Medical/Dental Instruments,,,,,,,,,SOLY,Health Care,
SONM,Sonim Technologies Inc. Common Stock,19421651,United States,4547923,Capital Goods,Telecommunications Equipment,,,,,,,,,SONM,Capital Goods,
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,37472100,United States,1827152,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,,,,,SONN,Health Care,
SONO,Sonos Inc. Common Stock,4025938417,United States,1590434,Consumer Services,Consumer Electronics/Video Chains,,,,,,,,,SONO,Consumer Services,
SOPH,SOPHiA GENETICS SA Ordinary Shares,940622507,Switzerland,50253,,,,,,,,,,,SOPH,,
SOTK,Sono-Tek Corporation Common Stock,92481641,United States,61162,Capital Goods,Industrial Machinery/Components,,,,,,,,,SOTK,Capital Goods,
SOVO,Sovos Brands Inc. Common Stock,1647575293,United States,515701,Consumer Non-Durables,Specialty Foods,,,,,,,,,SOVO,Consumer Non-Durables,
SP,SP Plus Corporation Common Stock,747878965,United States,120348,Miscellaneous,Other Consumer Services,,,,,,,,,SP,Miscellaneous,
SPCB,SuperCom Ltd. Ordinary Shares (Israel),14701322,Israel,824392,Technology,Semiconductors,,,,,,,,,SPCB,Technology,
SPFI,South Plains Financial Inc. Common Stock,471982009,United States,30408,Finance,Major Banks,,,,,,,,,SPFI,Finance,
SPI,SPI Energy Co. Ltd. Ordinary Shares,125281086,China,1267544,Technology,Semiconductors,,,,,,,,,SPI,Technology,
SPK,SPK Acquisition Corp. Common Stock,65303123,China,1086,,,,,,,,,,,SPK,,
SPKAU,SPK Acquisition Corp Unit,0,China,51,,,,,,,,,,,SPKAU,,
SPKB,Silver Spike Acquisition Corp II Class A Ordinary Shares,349671875,United States,581,Finance,Business Services,,,,,,,,,SPKB,Finance,
SPKBU,Silver Spike Acquisition Corp II Units,0,United States,25,Finance,Business Services,,,,,,,,,SPKBU,Finance,
SPKBW,Silver Spike Acquisition Corp II Warrant,0,United States,5805,Finance,Business Services,,,,,,,,,SPKBW,Finance,
SPLK,Splunk Inc. Common Stock,26574284429,United States,1053819,Technology,Computer Software: Prepackaged Software,,,,,,,,,SPLK,Technology,
SPNE,SeaSpine Holdings Corporation Common Stock,532144462,United States,206008,Health Care,Medical Specialities,,,,,,,,,SPNE,Health Care,
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),1726880412,Curacao,76416,Technology,Computer Software: Prepackaged Software,,,,,,,,,SPNS,Technology,
SPOK,Spok Holdings Inc. Common Stock,198177114,United States,92554,Public Utilities,Telecommunications Equipment,,,,,,,,,SPOK,Public Utilities,
SPPI,Spectrum Pharmaceuticals Inc.Common Stock,318299569,United States,2400829,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,SPPI,Health Care,
SPRB,Spruce Biosciences Inc. Common Stock,113380957,United States,312341,Consumer Durables,Specialty Chemicals,,,,,,,,,SPRB,Consumer Durables,
SPRO,Spero Therapeutics Inc. Common Stock,563855696,United States,72291,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,SPRO,Health Care,
SPSC,SPS Commerce Inc. Common Stock,6203174036,United States,187571,Technology,EDP Services,,,,,,,,,SPSC,Technology,
SPT,Sprout Social Inc Class A Common Stock,6594877477,United States,211498,Technology,EDP Services,,,,,,,,,SPT,Technology,
SPTK,SportsTek Acquisition Corp. Class A Common Stock,210018750,United States,956,,,,,,,,,,,SPTK,,
SPTKU,SportsTek Acquisition Corp. Unit,0,United States,500,,,,,,,,,,,SPTKU,,
SPTKW,SportsTek Acquisition Corp. Warrant,0,United States,1589,,,,,,,,,,,SPTKW,,
SPTN,SpartanNash Company Common Stock,824782815,United States,138887,Consumer Non-Durables,Food Distributors,,,,,,,,,SPTN,Consumer Non-Durables,
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,757235294,United States,1304493,Consumer Services,Other Specialty Stores,,,,,,,,,SPWH,Consumer Services,
SPWR,SunPower Corporation Common Stock,5614339300,United States,3620667,Technology,Semiconductors,,,,,,,,,SPWR,Technology,
SQFT,Presidio Property Trust Inc. Class A Common Stock,41297867,United States,53988,Consumer Services,Real Estate Investment Trusts,,,,,,,,,SQFT,Consumer Services,
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,0,United States,8484,Consumer Services,Real Estate Investment Trusts,,,,,,,,,SQFTP,Consumer Services,
SQL,SeqLL Inc. Common stock,44800962,United States,260082,Health Care,Medical Specialities,,,,,,,,,SQL,Health Care,
SQLLW,SeqLL Inc. Warrant,0,United States,21797,Health Care,Medical Specialities,,,,,,,,,SQLLW,Health Care,
SRAD,Sportradar Group AG Class A Ordinary Shares,5942357910,Switzerland,371514,,,,,,,,,,,SRAD,,
SRAX,SRAX Inc. Class A Common Stock,142660058,United States,164420,Technology,Advertising,,,,,,,,,SRAX,Technology,
SRCE,1st Source Corporation Common Stock,1197968819,United States,29052,Finance,Major Banks,,,,,,,,,SRCE,Finance,
SRCL,Stericycle Inc. Common Stock,6155151617,United States,239058,Public Utilities,Environmental Services,,,,,,,,,SRCL,Public Utilities,
SRDX,Surmodics Inc. Common Stock,758937120,United States,32262,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,,,SRDX,Health Care,
SREV,ServiceSource International Inc. Common Stock,128217225,United States,58937,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,,,SREV,Technology,
SRGA,Surgalign Holdings Inc. Common Stock,130602290,United States,1839157,Health Care,Industrial Specialties,,,,,,,,,SRGA,Health Care,
SRNE,Sorrento Therapeutics Inc.  Common Stock,2135806700,United States,3798734,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,,,,,SRNE,Health Care,
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),6816886400,United States,853881,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,SRPT,Health Care,
SRRA,Sierra Oncology Inc. Common Stock,290261133,Canada,8823,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,SRRA,Health Care,
SRRK,Scholar Rock Holding Corporation Common Stock,942152722,United States,670013,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,SRRK,Health Care,
SRSA,Sarissa Capital Acquisition Corp. Class A Ordinary Shares,245750000,United States,99056,Finance,Business Services,,,,,,,,,SRSA,Finance,
SRSAU,Sarissa Capital Acquisition Corp. Unit,0,United States,264748,Finance,Business Services,,,,,,,,,SRSAU,Finance,
SRSAW,Sarissa Capital Acquisition Corp. Warrants,0,United States,50,Finance,Business Services,,,,,,,,,SRSAW,Finance,
SRTS,Sensus Healthcare Inc. Common Stock,65517911,United States,30619,Health Care,Medical/Dental Instruments,,,,,,,,,SRTS,Health Care,
SRZN,Surrozen Inc. Common Stock,240988560,United States,14985,Consumer Durables,Specialty Chemicals,,,,,,,,,SRZN,Consumer Durables,
SRZNW,Surrozen Inc. Warrant,0,United States,2552,Consumer Durables,Specialty Chemicals,,,,,,,,,SRZNW,Consumer Durables,
SSAA,Science Strategic Acquisition Corp. Alpha Class A Common Stock,379586250,United States,1884,,,,,,,,,,,SSAA,,
SSAAU,Science Strategic Acquisition Corp. Alpha Unit,0,United States,149,,,,,,,,,,,SSAAU,,
SSAAW,Science Strategic Acquisition Corp. Alpha Warrant,0,United States,3696,,,,,,,,,,,SSAAW,,
SSB,SouthState Corporation Common Stock,5406962511,United States,549893,Finance,Major Banks,,,,,,,,,SSB,Finance,
SSBI,Summit State Bank Common Stock,114600261,United States,8691,Finance,Major Banks,,,,,,,,,SSBI,Finance,
SSBK,Southern States Bancshares Inc. Common Stock,175750712,United States,24348,Finance,Commercial Banks,,,,,,,,,SSBK,Finance,
SSKN,Strata Skin Sciences Inc. Common Stock,60481921,United States,19852,Health Care,Medical/Dental Instruments,,,,,,,,,SSKN,Health Care,
SSNC,SS&C Technologies Holdings Inc. Common Stock,19317846279,United States,1646023,Technology,EDP Services,,,,,,,,,SSNC,Technology,
SSNT,SilverSun Technologies Inc. Common Stock,23631673,United States,15712,Technology,Computer Software: Prepackaged Software,,,,,,,,,SSNT,Technology,
SSP,E.W. Scripps Company (The) Class A Common Stock,1542138753,United States,139965,Consumer Services,Broadcasting,,,,,,,,,SSP,Consumer Services,
SSRM,SSR Mining Inc. Common Stock,3514550865,Canada,950131,,,,,,,,,,,SSRM,,
SSSS,SuRo Capital Corp. Common Stock,398617072,United States,284984,Finance,Finance/Investors Services,,,,,,,,,SSSS,Finance,
SSTI,ShotSpotter Inc. Common Stock,433610192,United States,26431,Technology,Computer Software: Prepackaged Software,,,,,,,,,SSTI,Technology,
SSYS,Stratasys Ltd. Ordinary Shares (Israel),2024885711,United States,1055903,Technology,Computer peripheral equipment,,,,,,,,,SSYS,Technology,
STAA,STAAR Surgical Company Common Stock,5624445108,United States,242282,Health Care,Ophthalmic Goods,,,,,,,,,STAA,Health Care,
STAB,Statera Biopharma Inc. Common Stock,114581006,United States,337321,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,STAB,Health Care,
STAF,Staffing 360 Solutions Inc. Common Stock (DE),23765923,United States,986895,Technology,Diversified Commercial Services,,,,,,,,,STAF,Technology,
STBA,S&T Bancorp Inc. Common Stock,1203081404,United States,86762,Finance,Major Banks,,,,,,,,,STBA,Finance,
STCN,Steel Connect Inc. Common Stock,126823752,United States,49910,,,,,,,,,,,STCN,,
STEP,StepStone Group Inc. Class A Common Stock,2540317270,United States,546170,Finance,Finance/Investors Services,,,,,,,,,STEP,Finance,
STER,Sterling Check Corp. Common Stock,2141420941,United States,575502,Technology,Computer Software: Prepackaged Software,,,,,,,,,STER,Technology,
STFC,State Auto Financial Corporation Common Stock,2272408590,United States,57711,Finance,Property-Casualty Insurers,,,,,,,,,STFC,Finance,
STGW,Stagwell Inc. Class A Common Stock,2516363263,Canada,189469,Technology,Advertising,,,,,,,,,STGW,Technology,
STIM,Neuronetics Inc. Common Stock,137644950,United States,128859,Health Care,Managed Health Care,,,,,,,,,STIM,Health Care,
STKL,SunOpta Inc. Common Stock,812792197,Canada,1026231,,Packaged Foods,,,,,,,,,STKL,,
STKS,The ONE Group Hospitality Inc. Common Stock,425408096,United States,102958,Consumer Services,Restaurants,,,,,,,,,STKS,Consumer Services,
STLD,Steel Dynamics Inc.,13367418198,United States,1360308,Basic Industries,Steel/Iron Ore,,,,,,,,,STLD,Basic Industries,
STNE,StoneCo Ltd. Class A Common Shares,10692115754,Brazil,3895613,Technology,EDP Services,,,,,,,,,STNE,Technology,
STOK,Stoke Therapeutics Inc. Common Stock,873893360,United States,160785,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,STOK,Health Care,
STRA,Strategic Education Inc. Common Stock,1716730524,United States,111809,Miscellaneous,Service to the Health Industry,,,,,,,,,STRA,Miscellaneous,
STRC,Sarcos Technology and Robotics Corporation Common Stock,1006165404,United States,235146,Capital Goods,Wholesale Distributors,,,,,,,,,STRC,Capital Goods,
STRCW,Sarcos Technology and Robotics Corporation Warrants,0,United States,114572,Capital Goods,Wholesale Distributors,,,,,,,,,STRCW,Capital Goods,
STRL,Sterling Construction Company Inc Common Stock,688331637,United States,154031,Capital Goods,Oilfield Services/Equipment,,,,,,,,,STRL,Capital Goods,
STRM,Streamline Health Solutions Inc. Common Stock,80180122,United States,17513,Technology,EDP Services,,,,,,,,,STRM,Technology,
STRO,Sutro Biopharma Inc. Common Stock,946020573,United States,195204,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,STRO,Health Care,
STRR,Star Equity Holdings Inc. Common Stock,13436612,United States,42558,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,,,STRR,Health Care,
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,0,United States,3914,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,,,STRRP,Health Care,
STRS,Stratus Properties Inc. Common Stock,282128484,United States,39371,Consumer Services,Homebuilding,,,,,,,,,STRS,Consumer Services,
STRT,STRATTEC SECURITY CORPORATION Common Stock,135727144,United States,28021,Capital Goods,Auto Parts:O.E.M.,,,,,,,,,STRT,Capital Goods,
STSA,Satsuma Pharmaceuticals Inc. Common Stock,176564735,United States,50940,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,STSA,Health Care,
STTK,Shattuck Labs Inc. Common Stock,826027677,United States,67456,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,STTK,Health Care,
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),20235833345,Ireland,1765063,Technology,Electronic Components,,,,,,,,,STX,Technology,
STXB,Spirit of Texas Bancshares Inc. Common Stock,411887980,United States,26581,Finance,Commercial Banks,,,,,,,,,STXB,Finance,
SUMO,Sumo Logic Inc. Common Stock,1906078433,United States,485369,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,,,SUMO,Technology,
SUMR,Summer Infant Inc. Common Stock,17416890,United States,4083,Capital Goods,Office Equipment/Supplies/Services,,,,,,,,,SUMR,Capital Goods,
SUNS,SLR Senior Investment Corp. Common Stock,252451305,United States,25960,Finance,Finance/Investors Services,,,,,,,,,SUNS,Finance,
SUNW,Sunworks Inc. Common Stock,103099750,United States,2018274,Technology,Semiconductors,,,,,,,,,SUNW,Technology,
SUPN,Supernus Pharmaceuticals Inc. Common Stock,1568866496,United States,226923,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,SUPN,Health Care,
SURF,Surface Oncology Inc. Common Stock,297300192,United States,344192,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,SURF,Health Care,
SV,Spring Valley Acquisition Corp. Class A Ordinary Share,286350000,United States,197042,,Farming/Seeds/Milling,,,,,,,,,SV,,
SVBI,Severn Bancorp Inc,165949973,United States,4458,Finance,Major Banks,,,,,,,,,SVBI,Finance,
SVC,Service Properties Trust Common Stock,1790355208,United States,975762,Consumer Services,Real Estate Investment Trusts,,,,,,,,,SVC,Consumer Services,
SVFA,SVF Investment Corp. Class A Ordinary Shares,743367188,United States,241126,Finance,Business Services,,,,,,,,,SVFA,Finance,
SVFAU,SVF Investment Corp. Unit,0,United States,10763,Finance,Business Services,,,,,,,,,SVFAU,Finance,
SVFAW,SVF Investment Corp. Warrant,0,United States,59181,Finance,Business Services,,,,,,,,,SVFAW,Finance,
SVFB,SVF Investment Corp. 2 Class A Ordinary Shares,293034300,United States,51378,Finance,Business Services,,,,,,,,,SVFB,Finance,
SVFC,SVF Investment Corp. 3 Class A Ordinary Shares,408348000,United States,26677,Finance,Business Services,,,,,,,,,SVFC,Finance,
SVFD,Save Foods Inc. Common Stock,17833442,Israel,26246,,,,,,,,,,,SVFD,,
SVOK,Seven Oaks Acquisition Corp. Class A Common Stock,322467188,United States,37740,,,,,,,,,,,SVOK,,
SVOKU,Seven Oaks Acquisition Corp. Unit,270393750,United States,2351,,,,,,,,,,,SVOKU,,
SVOKW,Seven Oaks Acquisition Corp. Warrant,0,United States,82138,,,,,,,,,,,SVOKW,,
SVRA,Savara Inc. Common Stock,134340383,United States,164328,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,SVRA,Health Care,
SVSVU,Spring Valley Acquisition Corp. Unit,0,United States,20,,Farming/Seeds/Milling,,,,,,,,,SVSVU,,
SVSVW,Spring Valley Acquisition Corp. Warrant,0,United States,4821,Finance,Business Services,,,,,,,,,SVSVW,Finance,
SVVC,Firsthand Technology Value Fund Inc. Common Stock,29088696,United States,4751,Finance,Finance/Investors Services,,,,,,,,,SVVC,Finance,
SWAG,Software Acquisition Group Inc. III Class A Common Stock,282437315,United States,251,,,,,,,,,,,SWAG,,
SWAGU,Software Acquisition Group Inc. III Unit,0,United States,7600,,,,,,,,,,,SWAGU,,
SWAGW,Software Acquisition Group Inc. III Warrant,0,United States,9852,,,,,,,,,,,SWAGW,,
SWAV,ShockWave Medical Inc. Common Stock,7532718076,United States,114853,Health Care,Medical/Dental Instruments,,,,,,,,,SWAV,Health Care,
SWBI,Smith & Wesson Brands Inc. Common Stock,1019704331,United States,482675,Consumer Non-Durables,Ordnance And Accessories,,,,,,,,,SWBI,Consumer Non-Durables,
SWET,Athlon Acquisition Corp. Class A Common stock,337410000,United States,11,,,,,,,,,,,SWET,,
SWETU,Athlon Acquisition Corp. Unit,0,United States,144,,,,,,,,,,,SWETU,,
SWETW,Athlon Acquisition Corp. Warrant,0,United States,1000,,,,,,,,,,,SWETW,,
SWIM,Latham Group Inc. Common Stock,1850953722,United States,112043,Capital Goods,Engineering & Construction,,,,,,,,,SWIM,Capital Goods,
SWIR,Sierra Wireless Inc. Common Stock,623339311,Canada,120490,Basic Industries,Metal Fabrications,,,,,,,,,SWIR,Basic Industries,
SWKH,SWK Holdings Corporation Common Stock,241635567,United States,5035,Finance,Finance/Investors Services,,,,,,,,,SWKH,Finance,
SWKS,Skyworks Solutions Inc. Common Stock,28048215081,United States,1380304,Technology,Semiconductors,,,,,,,,,SWKS,Technology,
SWSS,Springwater Special Situations Corp. Common stock,220643893,United States,6745,,,,,,,,,,,SWSS,,
SWSSU,Springwater Special Situations Corp. Unit,0,United States,3403,,,,,,,,,,,SWSSU,,
SWSSW,Springwater Special Situations Corp. Warrant,0,United States,3306,,,,,,,,,,,SWSSW,,
SWTX,SpringWorks Therapeutics Inc. Common Stock,3363788203,United States,519061,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,SWTX,Health Care,
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,18699540,China,1151526,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,SXTC,Health Care,
SY,So-Young International Inc. American Depository Shares,403271972,China,580771,Technology,Computer Software: Prepackaged Software,,,,,,,,,SY,Technology,
SYBT,Stock Yards Bancorp Inc. Common Stock,1624769458,United States,86941,Finance,Major Banks,,,,,,,,,SYBT,Finance,
SYBX,Synlogic Inc. Common Stock,174496875,United States,168477,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,SYBX,Health Care,
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,7453844169,United States,354091,Technology,Computer peripheral equipment,,,,,,,,,SYNA,Technology,
SYNH,Syneos Health Inc. Class A Common Stock,9393165344,United States,379880,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,,,,,SYNH,Health Care,
SYNL,Synalloy Corporation Common Stock,106591821,United States,7420,Basic Industries,Steel/Iron Ore,,,,,,,,,SYNL,Basic Industries,
SYPR,Sypris Solutions Inc. Common Stock,83592913,United States,101442,Capital Goods,Auto Parts:O.E.M.,,,,,,,,,SYPR,Capital Goods,
SYRS,Syros Pharmaceuticals Inc. Common Stock,263825208,United States,254133,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,SYRS,Health Care,
SYTA,Siyata Mobile Inc. Common Shares,20613297,Canada,11477575,Basic Industries,Metal Fabrications,,,,,,,,,SYTA,Basic Industries,
SYTAW,Siyata Mobile Inc. Warrant,0,Canada,1107545,Basic Industries,Metal Fabrications,,,,,,,,,SYTAW,Basic Industries,
TA,TravelCenters of America Inc. Common Stock,782263065,United States,164518,Consumer Services,Food Chains,,,,,,,,,TA,Consumer Services,
TACO,Del Taco Restaurants Inc. Common Stock,304240614,United States,138892,Consumer Services,Restaurants,,,,,,,,,TACO,Consumer Services,
TACT,TransAct Technologies Incorporated Common Stock,143476295,United States,11617,Technology,Computer peripheral equipment,,,,,,,,,TACT,Technology,
TAIT,Taitron Components Incorporated Class A Common Stock,23717529,United States,10016,Technology,Electronic Components,,,,,,,,,TAIT,Technology,
TALK,Talkspace Inc. Common Stock,540507863,United States,536249,Health Care,Managed Health Care,,,,,,,,,TALK,Health Care,
TALKW,Talkspace Inc. Warrant,0,United States,14327,Health Care,Managed Health Care,,,,,,,,,TALKW,Health Care,
TALS,Talaris Therapeutics Inc. Common Stock,651197673,United States,16314,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TALS,Health Care,
TANH,Tantech Holdings Ltd. Common Stock,23394178,China,1233555,Basic Industries,Pollution Control Equipment,,,,,,,,,TANH,Basic Industries,
TANNI,TravelCenters of America Inc. 8.25% Senior Notes due 2028,0,United States,12308,Consumer Services,Food Chains,,,,,,,,,TANNI,Consumer Services,
TANNL,TravelCenters of America Inc. 8.00% Senior Notes due 2029,0,United States,1465,Consumer Services,Food Chains,,,,,,,,,TANNL,Consumer Services,
TANNZ,TravelCenters of America Inc. 8.00% Senior Notes due 2030,0,United States,5240,Consumer Services,Food Chains,,,,,,,,,TANNZ,Consumer Services,
TAOP,Taoping Inc. Ordinary Shares ,46530401,Hong Kong,50282,Technology,Computer Software: Prepackaged Software,,,,,,,,,TAOP,Technology,
TARA,Protara Therapeutics Inc.  Common Stock,78762474,United States,96228,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TARA,Health Care,
TARS,Tarsus Pharmaceuticals Inc. Common Stock,581629920,United States,22570,Consumer Durables,Specialty Chemicals,,,,,,,,,TARS,Consumer Durables,
TASK,TaskUs Inc. Class A Common Stock,5775144729,United States,1235198,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,,,TASK,Technology,
TAST,Carrols Restaurant Group Inc. Common Stock,189199355,United States,391758,Consumer Services,Restaurants,,,,,,,,,TAST,Consumer Services,
TATT,TAT Technologies Ltd. Ordinary Shares,56088079,Israel,4429,Capital Goods,Aerospace,,,,,,,,,TATT,Capital Goods,
TAYD,Taylor Devices Inc. Common Stock,41751374,United States,1592,Capital Goods,Industrial Machinery/Components,,,,,,,,,TAYD,Capital Goods,
TBBK,The Bancorp Inc Common Stock,1816733664,United States,303348,Finance,Major Banks,,,,,,,,,TBBK,Finance,
TBCP,Thunder Bridge Capital Partners III Inc. Class A Common Stock,515396810,United States,220,,,,,,,,,,,TBCP,,
TBCPU,Thunder Bridge Capital Partners III Inc. Units,0,United States,2446,,,,,,,,,,,TBCPU,,
TBCPW,Thunder Bridge Capital Partners III Inc. Warrant,0,United States,4000,,,,,,,,,,,TBCPW,,
TBK,Triumph Bancorp Inc. Common Stock,2888001271,United States,76587,Finance,Major Banks,,,,,,,,,TBK,Finance,
TBKCP,Triumph Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,0,United States,3423,Finance,Major Banks,,,,,,,,,TBKCP,Finance,
TBLA,Taboola.com Ltd. Ordinary Shares,1988705468,Israel,311905,Finance,Business Services,,,,,,,,,TBLA,Finance,
TBLAW,Taboola.com Ltd. Warrant,0,Israel,1088,Finance,Business Services,,,,,,,,,TBLAW,Finance,
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,0,United States,25905,,,,,,,,,,,TBLD,,
TBLT,ToughBuilt Industries Inc. Common Stock,67998917,United States,1721113,Capital Goods,Diversified Manufacture,,,,,,,,,TBLT,Capital Goods,
TBLTW,ToughBuilt Industries Inc. Warrant,0,United States,568,Capital Goods,Diversified Manufacture,,,,,,,,,TBLTW,Capital Goods,
TBNK,Territorial Bancorp Inc. Common Stock,236147789,United States,7522,Finance,Savings Institutions,,,,,,,,,TBNK,Finance,
TBPH,Theravance Biopharma Inc. Ordinary Shares,587026506,Cayman Islands,379930,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TBPH,Health Care,
TBSA,TB SA Acquisition Corp Class A Ordinary Share,243250000,Cayman Islands,3619,Finance,Business Services,,,,,,,,,TBSA,Finance,
TBSAU,TB SA Acquisition Corp Unit,0,Cayman Islands,2752,Finance,Business Services,,,,,,,,,TBSAU,Finance,
TBSAW,TB SA Acquisition Corp Warrant,0,Cayman Islands,16352,Finance,Business Services,,,,,,,,,TBSAW,Finance,
TC,TuanChe Limited American Depositary Shares,46902169,China,12502,Miscellaneous,Business Services,,,,,,,,,TC,Miscellaneous,
TCAC,Tuatara Capital Acquisition Corporation Class A Ordinary Shares,243320000,United States,169,Finance,Business Services,,,,,,,,,TCAC,Finance,
TCACU,Tuatara Capital Acquisition Corporation Unit,0,United States,200,Finance,Business Services,,,,,,,,,TCACU,Finance,
TCACW,Tuatara Capital Acquisition Corporation Warrant,0,United States,9796,Finance,Business Services,,,,,,,,,TCACW,Finance,
TCBC,TC Bancshares Inc. Common Stock,68087065,United States,723,Finance,Major Banks,,,,,,,,,TCBC,Finance,
TCBI,Texas Capital Bancshares Inc. Common Stock,3099710968,United States,570221,Finance,Major Banks,,,,,,,,,TCBI,Finance,
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,0,United States,7073,Finance,Major Banks,,,,,,,,,TCBIO,Finance,
TCBK,TriCo Bancshares Common Stock,1292172010,United States,38016,Finance,Major Banks,,,,,,,,,TCBK,Finance,
TCBS,Texas Community Bancshares Inc. Common Stock,50462687,United States,8690,Finance,Banks,,,,,,,,,TCBS,Finance,
TCDA,Tricida Inc. Common Stock,231467889,United States,91680,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TCDA,Health Care,
TCFC,The Community Financial Corporation Common Stock,217226217,United States,13432,Finance,Major Banks,,,,,,,,,TCFC,Finance,
TCMD,Tactile Systems Technology Inc. Common Stock,676950135,United States,122223,Health Care,Medical/Dental Instruments,,,,,,,,,TCMD,Health Care,
TCOM,Trip.com Group Limited American Depositary Shares,18403366614,China,5648565,Miscellaneous,Business Services,,,,,,,,,TCOM,Miscellaneous,
TCON,TRACON Pharmaceuticals Inc. Common Stock,70726543,United States,87455,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,TCON,Health Care,
TCPC,BlackRock TCP Capital Corp. Common Stock,828960238,United States,87107,Finance,Finance/Investors Services,,,,,,,,,TCPC,Finance,
TCRR,TCR2 Therapeutics Inc. Common Stock,247511959,United States,2554953,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TCRR,Health Care,
TCRX,TScan Therapeutics Inc. Common Stock,216889802,United States,40583,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TCRX,Health Care,
TCVA,TCV Acquisition Corp. Class A Ordinary Shares,501802000,United States,36773,Finance,Business Services,,,,,,,,,TCVA,Finance,
TCX,Tucows Inc. Class A Common Stock,868570072,Canada,11637,Technology,EDP Services,,,,,,,,,TCX,Technology,
TDAC,Trident Acquisitions Corp. Common Stock,176522174,United States,633612,,,,,,,,,,,TDAC,,
TDACU,Trident Acquisitions Corp. Units,0,United States,999,,,,,,,,,,,TDACU,,
TDACW,Trident Acquisitions Corp. Warrants,0,United States,1031100,,,,,,,,,,,TDACW,,
TDUP,ThredUp Inc. Class A Common Stock,2105936412,United States,196684,Consumer Non-Durables,Department/Specialty Retail Stores,,,,,,,,,TDUP,Consumer Non-Durables,
